Filename,Mean,Standard Deviation,Median,Maximum Value,Minimum Value,Range,Interquartile Range,Q1,Q3,Kurtosis,Skewness
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_29.csv,0.5503979006997668,0.007316192470003518,0.5496,0.5876,0.528,0.059599999999999986,0.009500000000000064,0.5456,0.5551,0.44005156087173347,0.4736754899727217
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_3.csv,0.5496560813062312,0.04904125308185671,0.5512,0.7026,0.0092,0.6934,0.017100000000000004,0.5432,0.5603,47.900888872411706,-5.239643243215487
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_30.csv,0.5504841386204599,0.007209403696985715,0.5497,0.5876,0.5264,0.06120000000000003,0.009500000000000064,0.5456,0.5551,0.6116111770943458,0.3913802036500042
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_31.csv,0.5504216594468511,0.006762104015170493,0.5496,0.5876,0.5299,0.057699999999999974,0.008899999999999908,0.5459,0.5548,1.0733384325781783,0.5844611579882362
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_32.csv,0.550380573142286,0.013090708122101918,0.5497,0.6851,0.4384,0.24670000000000003,0.009400000000000075,0.5457,0.5551,22.06296199854851,0.7183981811589912
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_33.csv,0.5505093635454847,0.017631975186049274,0.5498,0.6728,0.4239,0.24889999999999995,0.01330000000000009,0.5438,0.5571,10.292247412465924,0.009964695718040819
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_34.csv,0.5504350883038988,0.009798980137436063,0.5496,0.62,0.5068,0.11319999999999997,0.009700000000000042,0.5453,0.555,8.329526385941888,1.0484846575368407
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_35.csv,0.5504689770076641,0.0076041471526927,0.5496,0.5895,0.5171,0.07240000000000002,0.009700000000000042,0.5454,0.5551,1.625017987319862,0.3867444440816891
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_36.csv,0.5503875374875042,0.023051691000170557,0.5506,0.6678,0.0024,0.6654,0.01100000000000001,0.5456,0.5566,222.86574420098097,-11.163814111543166
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_37.csv,0.5504245251582806,0.007829284236087624,0.5498,0.5969,0.5086,0.08829999999999993,0.009199999999999986,0.5456,0.5548,3.6241782289763975,0.4792445209280591
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_38.csv,0.5504414861712762,0.0065679632807458185,0.5496,0.5876,0.5313,0.05630000000000002,0.008899999999999908,0.5459,0.5548,0.1845284457413805,0.4446272869724145
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_39.csv,0.5504461846051316,0.006951007092830235,0.5499,0.5876,0.5296,0.05800000000000005,0.00869999999999993,0.5459,0.5546,1.311176315079205,0.5765328845105208
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_4.csv,0.5512500833055648,0.011420672228889355,0.55,0.6522,0.4769,0.1753,0.011699999999999933,0.5449,0.5566,12.018214447623837,0.9315719730355649
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_40.csv,0.5504435854715095,0.006877220829674503,0.5497,0.5876,0.5318,0.05579999999999996,0.009000000000000008,0.5456,0.5546,0.7431031622850672,0.5760917922134533
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_41.csv,0.5504266244585139,0.007065390357363249,0.5494,0.5876,0.5304,0.05720000000000003,0.009000000000000008,0.5456,0.5546,0.7147542901949957,0.6070117037610475
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_42.csv,0.5504904031989337,0.0068279451182164915,0.5499,0.5876,0.5272,0.06040000000000001,0.008399999999999963,0.5462,0.5546,1.0418120873320067,0.4378901898697191
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_43.csv,0.5503497167610797,0.006633766709274778,0.5494,0.5876,0.5302,0.05740000000000001,0.00869999999999993,0.5459,0.5546,0.7023125269146737,0.5774762452072407
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_44.csv,0.5504524491836055,0.0077826594533081574,0.5496,0.5876,0.5001,0.08750000000000002,0.009199999999999986,0.5456,0.5548,2.9910748615571823,-0.08245295230266085
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_45.csv,0.5504481172942353,0.006910667402953023,0.5497,0.5876,0.5289,0.058699999999999974,0.00869999999999993,0.5459,0.5546,0.8055847353072982,0.41022442706140305
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_46.csv,0.5504318893702099,0.007122236029676608,0.5494,0.5876,0.5299,0.057699999999999974,0.009199999999999986,0.5456,0.5548,0.5891063494356303,0.5515597639986055
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_47.csv,0.5504276574475175,0.007948354220253313,0.5497,0.6507,0.5174,0.13329999999999997,0.009199999999999986,0.5456,0.5548,14.413684146461144,1.5830534184181757
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_48.csv,0.5504391869376875,0.0108905015436408,0.5499,0.664,0.4541,0.20990000000000003,0.009700000000000042,0.5454,0.5551,26.67395014969844,0.8704716512527306
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_49.csv,0.5504378207264244,0.00805736220996158,0.5494,0.5955,0.5264,0.06910000000000005,0.009499999999999953,0.5453,0.5548,3.2941260355047435,0.9131038835790565
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_5.csv,0.5504202599133623,0.010241608405539754,0.5495,0.6331,0.4498,0.18330000000000002,0.011099999999999999,0.5446,0.5557,12.33546809676047,0.1779874440077969
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_50.csv,0.5504736087970676,0.007066385917773614,0.5497,0.5876,0.527,0.06059999999999999,0.00869999999999993,0.5459,0.5546,0.5614641319332634,0.44922810340738356
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_51.csv,0.5503931356214595,0.007086036000327264,0.5497,0.5876,0.528,0.059599999999999986,0.009000000000000008,0.5456,0.5546,0.7516785624897993,0.496403357360517
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_52.csv,0.5504479506831056,0.007070896451811022,0.5497,0.5876,0.5267,0.060900000000000065,0.009000000000000008,0.5456,0.5546,1.1027384839930985,0.6491852465586395
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_53.csv,0.5504519160279906,0.006973361013715912,0.5497,0.5876,0.5302,0.05740000000000001,0.008900000000000019,0.5457,0.5546,0.7761607694031771,0.5276653889972476
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_54.csv,0.5504626124625124,0.006868364800986573,0.5494,0.5876,0.531,0.056599999999999984,0.009099999999999997,0.5457,0.5548,0.27472849516174547,0.4832621545629971
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_55.csv,0.5504277907364211,0.008553698269415058,0.5497,0.6226,0.4983,0.12430000000000002,0.009199999999999986,0.5456,0.5548,9.09701086520073,0.9051097959004046
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_56.csv,0.550399066977674,0.006606845878519681,0.5497,0.5876,0.53,0.057599999999999985,0.008399999999999963,0.5459,0.5543,0.9666685069110859,0.5642617858188707
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_57.csv,0.5504358880373209,0.007088727785679188,0.5497,0.5876,0.5253,0.06230000000000002,0.00869999999999993,0.5459,0.5546,0.6507985940374614,0.424630866560756
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_58.csv,0.5504587137620793,0.006758460737848562,0.5497,0.5876,0.5326,0.05500000000000005,0.008600000000000052,0.5457,0.5543,0.4530527159979436,0.5358049033341683
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_59.csv,0.5504138620459846,0.006849241888435221,0.5497,0.5876,0.5297,0.05790000000000006,0.00869999999999993,0.5459,0.5546,0.7844284276512612,0.5061544260114211
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_6.csv,0.5505196601132956,0.01278119634532589,0.5499,0.6821,0.3912,0.29090000000000005,0.010599999999999943,0.5451,0.5557,44.29888084910064,-1.6337965725685575
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_60.csv,0.5504601799400201,0.006976986730263823,0.5497,0.5876,0.5253,0.06230000000000002,0.008999999999999897,0.5459,0.5549,0.6565182880220051,0.28535821472774103
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_61.csv,0.5504394201932689,0.006751016382519407,0.5497,0.5876,0.5259,0.06169999999999998,0.008399999999999963,0.5459,0.5543,0.566614217463977,0.4176984239648387
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_62.csv,0.5504052649116961,0.006758397660550297,0.5497,0.5876,0.5262,0.06140000000000001,0.008399999999999963,0.5459,0.5543,0.6771731680863731,0.44183185807195896
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_63.csv,0.5504610796401199,0.006866060833354303,0.5495,0.5876,0.531,0.056599999999999984,0.009000000000000008,0.5456,0.5546,0.41814089224164874,0.5527090337911975
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_64.csv,0.5504953015661446,0.006667746339708357,0.5495,0.5876,0.5315,0.05610000000000004,0.008399999999999963,0.5459,0.5543,1.0918674722138029,0.7187562069746393
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_65.csv,0.5503616794401865,0.006804325906745441,0.5497,0.5876,0.5299,0.057699999999999974,0.008600000000000052,0.5457,0.5543,0.8360181909760174,0.583657834447363
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_66.csv,0.5504372209263579,0.006750219562417355,0.5497,0.5876,0.5291,0.058499999999999996,0.008900000000000019,0.5457,0.5546,0.46046241001360366,0.4931098157243928
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_67.csv,0.5504484505164945,0.006911996703676434,0.55,0.5876,0.5297,0.05790000000000006,0.008099999999999996,0.5462,0.5543,0.7435684046912132,0.4535180322718843
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_68.csv,0.550422125958014,0.006574298209350001,0.5495,0.5876,0.528,0.059599999999999986,0.00869999999999993,0.5459,0.5546,0.3231073989849014,0.4921548069123135
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_69.csv,0.5505094968343885,0.006792181273106598,0.5498,0.5876,0.5313,0.05630000000000002,0.00869999999999993,0.5459,0.5546,0.30455313813721485,0.4343327146267847
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_7.csv,0.5503405198267244,0.008574489154639093,0.5493,0.5927,0.512,0.0807,0.010800000000000032,0.5448,0.5556,1.4095353471311842,0.47216201830292903
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_70.csv,0.5503856714428523,0.006847347512529763,0.5497,0.5876,0.5315,0.05610000000000004,0.008900000000000019,0.5456,0.5545,0.8048939503875698,0.6131083489165586
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_71.csv,0.5495464178607131,0.007370693861322299,0.5491,0.5876,0.5279,0.059699999999999975,0.009199999999999986,0.5446,0.5538,0.5697156838200703,0.36562589096915776
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_72.csv,0.5510051316227924,0.06463609162321261,0.5529,0.7324,0.0851,0.6473000000000001,0.03259999999999996,0.544,0.5766,12.06263559502742,-2.6652708824767433
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_73.csv,0.5507615794735088,0.004729719516465206,0.5506,0.5876,0.5312,0.056400000000000006,0.00539999999999996,0.548,0.5534,1.9649409025341642,0.30936054687931136
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_74.csv,0.550423492169277,0.005527578547672448,0.5503,0.5876,0.5265,0.06110000000000004,0.00539999999999996,0.5475,0.5529,2.3926180538841004,0.3074742331976284
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_75.csv,0.5503946351216261,0.005433825651277932,0.55,0.5876,0.5289,0.058699999999999974,0.005700000000000038,0.5473,0.553,2.0039033320132056,0.4063899461049845
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_76.csv,0.550492902365878,0.005133567921708812,0.55,0.5876,0.5302,0.05740000000000001,0.00539999999999996,0.5473,0.5527,1.7397259057676875,0.5842761436163307
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_77.csv,0.550395168277241,0.005214297010464592,0.55,0.5876,0.5307,0.05690000000000006,0.005099999999999993,0.5473,0.5524,1.5761304118142778,0.5259267230780723
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_78.csv,0.5504860379873375,0.005367878072127117,0.5503,0.5876,0.5308,0.05679999999999996,0.00539999999999996,0.5473,0.5527,1.6778065096491863,0.5170679822781523
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_79.csv,0.5504229256914361,0.00525801872421001,0.55,0.5876,0.531,0.056599999999999984,0.00539999999999996,0.5473,0.5527,1.5482290788771165,0.5241488648176937
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_8.csv,0.550369876707764,0.013901762200699377,0.5498,0.6893,0.4693,0.22000000000000003,0.011200000000000099,0.5448,0.556,13.898995289626399,0.763282716268921
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_80.csv,0.5504208597134289,0.00514597169903927,0.55,0.5876,0.53,0.057599999999999985,0.00539999999999996,0.5473,0.5527,1.8200934281472305,0.6534114750917165
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_81.csv,0.5504465178273908,0.005393192811662253,0.55,0.5876,0.5292,0.05840000000000001,0.00539999999999996,0.5473,0.5527,1.901223194431127,0.6211222576047568
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_82.csv,0.5503996001332889,0.0053948530879027005,0.5497,0.5876,0.5303,0.05730000000000002,0.00539999999999996,0.5473,0.5527,2.079804273788369,0.759095666970777
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_83.csv,0.5504642785738088,0.005512251526164612,0.55,0.5876,0.5305,0.05710000000000004,0.006000000000000005,0.547,0.553,1.555046797207126,0.5344127649056242
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_84.csv,0.5504352882372542,0.0051867122847932216,0.55,0.5876,0.5327,0.05490000000000006,0.00539999999999996,0.5473,0.5527,1.887246046669981,0.7048041006971448
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_85.csv,0.5504345218260579,0.005522172988320822,0.5497,0.5876,0.5289,0.058699999999999974,0.006000000000000005,0.547,0.553,1.783412283808075,0.668597266209361
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_86.csv,0.5504560813062312,0.0054655103914200386,0.55,0.5876,0.5324,0.05520000000000003,0.006299999999999972,0.547,0.5533,1.1537777039730237,0.5157414371510619
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_87.csv,0.5504389870043319,0.005345838210561346,0.55,0.5876,0.531,0.056599999999999984,0.006000000000000005,0.547,0.553,1.1630710895778567,0.5436442926809198
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_88.csv,0.5504497500833055,0.0052255092993430605,0.55,0.5876,0.5311,0.056499999999999995,0.006000000000000005,0.547,0.553,1.4394332454928875,0.6234090148596504
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_89.csv,0.5504195934688437,0.005678189497367154,0.55,0.5876,0.5308,0.05679999999999996,0.006200000000000094,0.5468,0.553,1.5290231794893003,0.6539511163672882
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_9.csv,0.5505614461846051,0.037084735446108456,0.5515,0.6944,0.1948,0.49960000000000004,0.016900000000000026,0.5441,0.561,11.6597509483896,-1.51595064705221
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_90.csv,0.550427857380873,0.005344116737839191,0.5498,0.5876,0.5311,0.056499999999999995,0.005699999999999927,0.547,0.5527,1.523929294313377,0.6896518223742268
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_91.csv,0.5504355214928357,0.005472095680476347,0.5497,0.5876,0.5327,0.05490000000000006,0.005599999999999938,0.5471,0.5527,1.647679231075534,0.6969500559401595
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_92.csv,0.5504229256914361,0.00555576585517032,0.55,0.5876,0.5297,0.05790000000000006,0.005700000000000038,0.5473,0.553,1.914132353575499,0.5784928662751343
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_93.csv,0.5504472509163612,0.0053848856323373585,0.5498,0.5876,0.5337,0.05390000000000006,0.005699999999999927,0.547,0.5527,1.730969760991802,0.7800000854991109
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_94.csv,0.5504771742752416,0.005299252979991741,0.5497,0.5876,0.5343,0.053300000000000014,0.00539999999999996,0.5473,0.5527,1.876966620664808,0.8712299934695853
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_95.csv,0.5503402865711429,0.0052683836659057895,0.5498,0.5876,0.5311,0.056499999999999995,0.00539999999999996,0.5473,0.5527,1.569403686230583,0.616526849830557
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_96.csv,0.5511440519826724,0.016102955798319458,0.5498,0.6853,0.4505,0.2348,0.011900000000000022,0.5432,0.5551,14.451268856928134,1.9268755862800484
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_97.csv,0.5484469843385539,0.12792348934057976,0.5714,0.7824,0.0719,0.7105,0.05900000000000005,0.5547,0.6137,5.72294753289472,-2.442864608092408
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_98.csv,0.552455714761746,0.13991344472505354,0.5735,0.7931,0.0677,0.7254,0.06390000000000007,0.5508,0.6147,5.920697575011376,-2.4771230161882225
normalized_corrected_filtered_integer_H_001_231215_B27B140814231215S_H_segment_99.csv,0.5497279240253249,0.008271652796684143,0.5494,0.5876,0.5205,0.06710000000000005,0.010700000000000043,0.5444,0.5551,0.5746458570722894,-0.03630805805069428
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_1.csv,0.5527041319560146,0.013903006015052347,0.5511,0.7126,0.5241,0.1885,0.012299999999999978,0.5451,0.5574,32.93474183502173,4.086614804728441
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_10.csv,0.5503877040986337,0.012823303478189484,0.5497,0.6491,0.4535,0.1956,0.011800000000000033,0.5443,0.5561,9.788525723493485,0.27351806806179535
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_100.csv,0.550492035988004,0.008197991210455427,0.5495,0.5876,0.5185,0.06910000000000005,0.010000000000000009,0.5454,0.5554,0.8839327758468083,0.3130442601837205
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_101.csv,0.5503927024325225,0.00857762224596211,0.5495,0.5876,0.5238,0.06379999999999997,0.010499999999999954,0.5449,0.5554,1.0313900359859831,0.5183790570362523
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_11.csv,0.5504965011662779,0.00841567413148913,0.5492,0.59,0.5204,0.0696,0.010800000000000032,0.5448,0.5556,1.5771825695489445,0.7135040723747029
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_12.csv,0.5504023658780406,0.0244176985893584,0.5501,0.6924,0.255,0.4374,0.012600000000000056,0.5447,0.5573,28.883426251472706,-1.8514582376650086
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_13.csv,0.5503948683772075,0.020249194230660215,0.5502,0.6743,0.362,0.3123,0.014399999999999968,0.5433,0.5577,18.864974647916213,-1.571987375964227
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_14.csv,0.5504764745084971,0.01061245493277121,0.5501,0.5902,0.4898,0.10039999999999993,0.012699999999999934,0.544,0.5567,1.5283707663228139,-0.02279829734432361
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_15.csv,0.5504883038987004,0.011497176457241496,0.5497,0.6266,0.4622,0.16440000000000005,0.011400000000000077,0.5448,0.5562,6.054883025890177,0.022953020696799328
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_16.csv,0.5503671109630123,0.007485771923056194,0.5494,0.5876,0.5271,0.0605,0.010000000000000009,0.5453,0.5553,1.004007923739204,0.4753682957426617
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_17.csv,0.5504979340219927,0.01546664138493914,0.5499,0.68,0.4116,0.2684,0.011199999999999988,0.5449,0.5561,22.999932448270386,-0.604236670054422
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_18.csv,0.5503456847717428,0.017989532017424224,0.5496,0.6804,0.389,0.2914,0.013499999999999956,0.5434,0.5569,11.385047634755757,0.028592851772049083
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_19.csv,0.5505488503832056,0.007312672984479797,0.5496,0.5876,0.5291,0.058499999999999996,0.009500000000000064,0.5456,0.5551,0.729925867443523,0.5274899642331912
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_2.csv,0.550306664445185,0.0084849259810383,0.5495,0.5876,0.5288,0.05879999999999996,0.01200000000000001,0.5442,0.5562,0.3055729725795766,0.4623525103189908
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_20.csv,0.5503459513495501,0.007323620992125344,0.5494,0.5876,0.5253,0.06230000000000002,0.009400000000000075,0.5456,0.555,0.8409373364010029,0.4071206346835946
normalized_corrected_filtered_integer_H_002_232917_B27B140814231215S_H_segment_21.csv,0.5504171942685772,0.0068702312618945955,0.5496,0.5876,0.5301,0.057499999999999996,0.009200000000000097,0.5458,0.555,0.40562598093606494,0.4114044039125073
